VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee
2,2023-10-19 23:30:12,2023-10-19 24:03:12,3,6.35,3,Y,263,100,1,34.88,0,0.5,5.23,0,0.3,40.91,0,0
1,2023-11-16 17:52:37,2023-11-16 18:11:37,4,8.26,1,N,224,13,2,32.65,0,0.5,0,0,0.3,33.45,0,0
1,2023-04-03 13:15:33,2023-04-03 13:57:33,1,1.07,1,N,161,263,1,26.18,0,0.5,3.93,7.74,0.3,38.65,0,0
2,2023-12-05 00:16:56,2023-12-05 00:54:56,2,6.82,1,N,243,236,2,38.55,0,0.5,0,0,0.3,39.35,0,0
1,2023-03-12 13:49:36,2023-03-12 14:11:36,1,15.07,1,N,120,152,1,51.18,0,0.5,7.68,5.53,0.3,65.19,0,0
2,2023-01-17 12:59:21,2023-01-17 13:07:21,3,12.02,1,N,7,4,1,36.55,0,0.5,5.48,0,0.3,45.33,2.5,0
2,2023-09-26 10:23:33,2023-09-26 10:56:33,3,9.62,1,N,162,234,2,43.05,0,0.5,0,0,0.3,43.85,0,0
1,2023-03-05 20:29:58,2023-03-05 21:10:58,3,2.1,1,N,152,143,2,28.25,1,0.5,0,3.52,0.3,33.57,0,0
2,2023-03-13 22:37:52,2023-03-13 23:10:52,4,1.51,1,N,120,90,1,22.78,0.5,0.5,3.42,0,0.3,27.5,0,0
2,2023-05-16 05:50:00,2023-05-16 06:23:00,3,4.15,1,N,231,166,1,29.38,0,0.5,4.41,0,0.3,34.59,0,0
2,2023-06-24 19:00:13,2023-06-24 19:31:13,4,8.17,1,N,233,263,1,38.42,0,0.5,5.76,4.05,0.3,49.03,0,0
2,2023-05-18 14:55:12,2023-05-18 15:28:12,4,12.22,1,N,24,232,1,49.55,0,0.5,7.43,0,0.3,60.28,2.5,0
2,2023-12-16 10:23:05,2023-12-16 10:54:05,3,1.15,1,N,239,50,2,20.88,0,0.5,0,0,0.3,21.68,0,0
1,2023-11-25 13:44:21,2023-11-25 14:20:21,3,8.68,1,N,233,87,1,42.2,1,0.5,6.33,0,0.3,50.33,0,0
2,2023-03-08 03:47:02,2023-03-08 04:21:02,4,7.74,1,N,238,262,1,38.85,0.5,0.5,5.83,0,0.3,45.98,0,0
1,2023-10-02 10:07:01,2023-10-02 10:44:01,1,7.08,1,N,90,137,1,38.7,0,0.5,5.81,2.13,0.3,49.94,2.5,0
2,2023-02-15 05:17:28,2023-02-15 05:39:28,4,9.87,1,N,186,194,1,38.17,0,0.5,5.73,0,0.3,44.7,0,0
2,2023-11-22 17:17:43,2023-11-22 17:38:43,2,6.85,1,N,233,120,1,30.13,0,0.5,4.52,0,0.3,35.45,0,0
1,2023-04-26 16:08:34,2023-04-26 16:29:34,4,13.64,1,N,43,127,2,47.1,0.5,0.5,0,0,0.3,50.9,2.5,0
2,2023-09-17 10:20:26,2023-09-17 10:46:26,3,8.22,1,N,100,45,1,36.05,0.5,0.5,5.41,1.35,0.3,46.61,2.5,0
2,2023-09-26 02:11:46,2023-09-26 02:29:46,1,13.8,1,N,224,68,1,46,0,0.5,6.9,0,0.3,53.7,0,0
2,2023-09-04 08:52:28,2023-09-04 09:02:28,2,3.92,1,N,239,48,1,17.3,0.5,0.5,2.6,0,0.3,21.2,0,0
1,2023-03-19 22:55:27,2023-03-19 23:20:27,3,9.35,1,N,75,87,1,38.38,0,0.5,5.76,5.15,0.3,52.59,2.5,0
2,2023-12-27 22:49:09,2023-12-27 22:55:09,2,5.06,2,N,45,120,2,18.15,0,0.5,0,0,0.3,22.7,2.5,1.25
1,2023-10-22 02:43:36,2023-10-22 03:15:36,3,8.94,1,N,127,230,2,40.85,0.5,0.5,0,0,0.3,42.15,0,0
2,2023-09-14 15:02:10,2023-09-14 15:16:10,3,11.08,1,N,158,127,1,37.2,0,0.5,5.58,0,0.3,43.58,0,0
1,2023-12-24 23:08:55,2023-12-24 23:48:55,1,15.49,1,N,153,194,2,61.23,0,0.5,0,7.89,0.3,69.92,0,0
2,2023-03-08 08:05:24,2023-03-08 08:48:24,3,7.87,1,N,234,45,2,43.68,1,0.5,0,0,0.3,45.48,0,0
2,2023-07-06 16:45:40,2023-07-06 17:15:40,2,11.01,1,N,164,41,2,45.03,1,0.5,0,0,0.3,46.83,0,0
1,2023-04-19 08:42:48,2023-04-19 09:00:48,4,3.38,1,N,79,263,1,19.95,0,0.5,2.99,0,0.3,26.24,2.5,0
1,2023-05-06 17:41:43,2023-05-06 18:19:43,4,7.16,1,N,68,234,1,39.4,1,0.5,5.91,0,0.3,49.61,2.5,0
1,2023-02-19 01:34:59,2023-02-19 02:20:59,1,5.66,1,N,211,74,1,39.65,0.5,0.5,5.95,1.4,0.3,48.3,0,0
2,2023-01-20 07:08:21,2023-01-20 07:19:21,3,7.81,1,N,238,107,2,27.53,0,0.5,0,0,0.3,28.33,0,0
1,2023-05-10 23:36:43,2023-05-10 24:05:43,4,7.81,1,N,162,224,2,36.53,0,0.5,0,0,0.3,37.33,0,0
2,2023-10-28 12:07:31,2023-10-28 12:49:31,4,2.46,1,N,43,13,2,29.65,0,0.5,0,0,0.3,32.95,2.5,0
1,2023-05-11 07:12:30,2023-05-11 07:33:30,4,1.49,1,Y,163,4,1,16.73,0,0.5,2.51,0,0.3,20.04,0,0
2,2023-11-14 12:38:57,2023-11-14 12:54:57,1,0.64,1,N,163,152,2,12.1,0,0.5,0,0,0.3,12.9,0,0
2,2023-01-18 20:18:26,2023-01-18 20:57:26,4,10.32,1,N,140,170,2,47.8,0,0.5,0,0,0.3,48.6,0,0
1,2023-08-17 23:55:46,2023-08-17 24:30:46,3,5,1,N,120,238,2,32.5,0,0.5,0,0,0.3,33.3,0,0
1,2023-02-08 07:40:39,2023-02-08 08:25:39,1,7.06,1,N,100,42,1,42.65,0.5,0.5,6.4,0,0.3,52.85,2.5,0
2,2023-03-13 20:04:13,2023-03-13 20:33:13,2,7.78,1,N,103,142,1,36.45,0,0.5,5.47,0,0.3,45.22,2.5,0
2,2023-01-27 00:57:31,2023-01-27 01:12:31,2,10.4,1,Y,229,45,1,36,0,0.5,5.4,0,0.3,42.2,0,0
2,2023-03-05 20:49:08,2023-03-05 21:23:08,1,2.61,1,N,158,103,1,26.03,1,0.5,3.9,0,0.3,31.73,0,0
2,2023-05-09 10:39:07,2023-05-09 10:57:07,1,2.52,1,N,237,68,1,17.8,0,0.5,2.67,0,0.3,21.27,0,0
1,2023-10-28 09:54:15,2023-10-28 10:12:15,2,15.38,1,N,143,43,1,49.95,0,0.5,7.49,0,0.3,58.24,0,0
2,2023-02-09 09:39:00,2023-02-09 10:05:00,3,4,1,N,137,140,2,25.5,0,0.5,0,0,0.3,26.3,0,0
1,2023-11-19 00:01:31,2023-11-19 00:22:31,3,7.47,1,N,186,113,2,31.68,1,0.5,0,0,0.3,33.48,0,0
2,2023-02-24 11:01:56,2023-02-24 11:24:56,1,11.83,1,N,50,170,1,43.58,0,0.5,6.54,0,0.3,53.42,2.5,0
2,2023-10-20 05:50:33,2023-10-20 06:06:33,1,1.48,1,N,209,74,1,14.2,0.5,0.5,2.13,0,0.3,17.63,0,0
2,2023-03-11 03:38:13,2023-03-11 03:50:13,2,12.99,1,N,48,103,1,40.98,0,0.5,6.15,0,0.3,50.43,2.5,0
1,2023-04-03 13:10:26,2023-04-03 13:59:26,1,13.13,1,N,246,170,1,59.83,1,0.5,8.97,0,0.3,70.6,0,0
2,2023-03-08 10:37:18,2023-03-08 10:59:18,1,3.15,1,N,244,151,1,21.38,0,0.5,3.21,0,0.3,25.39,0,0
2,2023-04-07 22:02:32,2023-04-07 22:16:32,1,11.54,1,N,263,128,1,38.35,0.5,0.5,5.75,0,0.3,45.4,0,0
1,2023-05-14 05:08:20,2023-05-14 05:51:20,2,9.8,1,N,263,236,1,48.5,0,0.5,7.28,0,0.3,56.58,0,0
1,2023-09-10 06:28:18,2023-09-10 07:12:18,4,9.99,1,N,153,224,1,49.48,0,0.5,7.42,0,0.3,57.7,0,0
1,2023-02-03 04:13:15,2023-02-03 04:25:15,2,5.05,1,N,153,48,2,21.13,1,0.5,0,0,0.3,22.93,0,0
1,2023-12-08 15:41:28,2023-12-08 16:08:28,1,12.45,1,N,144,142,1,47.13,0,0.5,7.07,0,0.3,55,0,0
2,2023-07-19 14:56:42,2023-07-19 15:45:42,1,13.63,1,N,164,151,1,61.08,0.5,0.5,9.16,0,0.3,71.54,0,0
2,2023-09-04 04:13:49,2023-09-04 04:36:49,4,0.91,2,N,202,158,1,16.27,0,0.5,2.44,0,0.3,20.76,0,1.25
2,2023-10-07 18:36:19,2023-10-07 19:11:19,3,11.61,1,N,128,246,2,49.03,0,0.5,0,4.7,0.3,54.53,0,0
1,2023-11-27 10:13:10,2023-11-27 11:01:10,1,4.83,1,N,127,151,2,38.58,1,0.5,0,0,0.3,40.38,0,0
1,2023-10-12 20:17:35,2023-10-12 21:06:35,1,13.36,1,N,161,125,1,60.4,0,0.5,9.06,0,0.3,70.26,0,0
1,2023-11-12 11:00:49,2023-11-12 11:43:49,2,7.86,1,N,68,161,2,43.65,0,0.5,0,0,0.3,46.95,2.5,0
2,2023-02-02 03:13:35,2023-02-02 03:38:35,3,12.5,1,N,152,127,1,46.25,0.5,0.5,6.94,0,0.3,54.49,0,0
1,2023-11-04 04:42:17,2023-11-04 05:30:17,1,13.25,1,N,231,238,1,59.63,1,0.5,8.94,7.39,0.3,77.76,0,0
2,2023-12-01 07:00:25,2023-12-01 07:18:25,3,4.17,1,N,263,211,2,21.93,0,0.5,0,0,0.3,22.73,0,0
2,2023-03-15 17:22:32,2023-03-15 17:50:32,4,4.09,1,Y,140,125,1,26.73,1,0.5,4.01,0,0.3,32.54,0,0
1,2023-10-11 09:05:36,2023-10-11 09:41:36,4,12.81,1,N,79,50,1,52.53,0.5,0.5,7.88,0,0.3,64.21,2.5,0
2,2023-10-24 07:32:58,2023-10-24 07:51:58,2,4.84,1,N,262,74,2,24.1,0.5,0.5,0,0,0.3,25.4,0,0
1,2023-08-01 21:36:21,2023-08-01 22:19:21,2,1.06,1,N,75,239,1,26.65,0,0.5,4,0,0.3,33.95,2.5,0
2,2023-03-06 12:36:02,2023-03-06 13:01:02,3,4.96,1,N,186,246,2,27.4,0.5,0.5,0,0,0.3,28.7,0,0
1,2023-12-16 04:43:24,2023-12-16 05:23:24,4,1.13,1,N,50,103,1,25.33,0,0.5,3.8,0,0.3,32.43,2.5,0
1,2023-10-26 23:13:09,2023-10-26 23:38:09,4,8.32,1,N,262,186,1,35.8,0,0.5,5.37,0,0.3,41.97,0,0
1,2023-03-14 15:49:48,2023-03-14 16:20:48,3,3.38,1,N,144,230,1,26.45,0,0.5,3.97,0,0.3,31.22,0,0
1,2023-04-09 00:58:00,2023-04-09 01:21:00,2,6.85,1,N,125,209,2,31.13,1,0.5,0,0,0.3,32.93,0,0
2,2023-08-26 07:48:17,2023-08-26 08:24:17,2,9.63,1,N,233,137,1,44.58,0,0.5,6.69,3.9,0.3,55.97,0,0
1,2023-01-01 03:28:18,2023-01-01 03:40:18,3,5.57,1,N,48,143,1,22.43,0,0.5,3.36,0,0.3,29.09,2.5,0
2,2023-02-03 13:38:17,2023-02-03 14:22:17,3,14.75,1,N,249,163,2,61.38,0,0.5,0,0,0.3,62.18,0,0
2,2023-10-17 16:52:18,2023-10-17 17:35:18,4,11.09,1,N,186,211,1,51.73,0,0.5,7.76,0,0.3,60.29,0,0
2,2023-12-02 06:53:04,2023-12-02 07:15:04,1,1,2,N,140,142,1,16,0,0.5,2.4,0,0.3,20.45,0,1.25
2,2023-03-23 15:15:35,2023-03-23 15:53:35,3,12.95,1,N,263,238,2,53.88,0,0.5,0,0,0.3,54.68,0,0
2,2023-12-17 15:55:06,2023-12-17 16:08:06,1,3.35,1,N,261,162,1,17.38,1,0.5,2.61,0,0.3,21.79,0,0
2,2023-06-11 11:06:42,2023-06-11 11:49:42,1,0.77,1,N,153,263,2,25.93,1,0.5,0,0,0.3,27.73,0,0
2,2023-04-10 10:41:59,2023-04-10 11:01:59,1,2.19,1,Y,162,231,2,17.98,0,0.5,0,0,0.3,18.78,0,0
1,2023-05-23 05:33:14,2023-05-23 06:12:14,4,2.97,1,N,152,48,1,29.43,0,0.5,4.41,0,0.3,34.64,0,0
2,2023-03-13 05:22:16,2023-03-13 06:11:16,4,2.51,1,Y,170,244,1,33.28,0,0.5,4.99,0,0.3,39.07,0,0
1,2023-08-09 16:37:46,2023-08-09 17:07:46,3,13.65,1,N,114,79,2,51.63,0.5,0.5,0,0,0.3,52.93,0,0
2,2023-05-01 11:33:57,2023-05-01 11:42:57,4,9.39,1,N,202,100,1,30.48,0,0.5,4.57,0,0.3,35.85,0,0
2,2023-02-25 04:01:13,2023-02-25 04:37:13,1,0.94,1,N,4,41,1,22.85,1,0.5,3.43,1.35,0.3,31.93,2.5,0
2,2023-11-25 11:25:44,2023-11-25 11:47:44,2,0.52,1,N,7,166,1,14.8,0,0.5,2.22,3.25,0.3,23.57,2.5,0
1,2023-08-28 11:39:12,2023-08-28 12:03:12,4,4.75,1,N,90,75,1,26.38,0,0.5,3.96,4.4,0.3,38.04,2.5,0
2,2023-10-16 13:13:20,2023-10-16 13:53:20,1,0.58,2,N,148,234,1,23.95,0.5,0.5,3.59,0,0.3,30.09,0,1.25
2,2023-01-25 18:07:41,2023-01-25 18:17:41,1,10.09,1,N,7,194,1,32.73,0,0.5,4.91,0,0.3,40.94,2.5,0
1,2023-03-16 11:19:36,2023-03-16 12:01:36,4,9.08,1,N,90,262,1,46.2,0.5,0.5,6.93,0,0.3,56.93,2.5,0
1,2023-08-15 08:25:16,2023-08-15 08:44:16,4,1.46,1,N,236,41,2,15.65,0,0.5,0,0,0.3,16.45,0,0
2,2023-01-26 07:32:57,2023-01-26 07:41:57,1,10.37,1,N,194,234,1,32.92,0,0.5,4.94,0.27,0.3,38.93,0,0
2,2023-12-08 19:18:48,2023-12-08 19:38:48,4,14.08,1,N,42,152,2,47.7,0,0.5,0,0,0.3,51,2.5,0
1,2023-11-14 23:57:37,2023-11-14 24:03:37,4,2.68,1,N,100,151,2,12.2,0.5,0.5,0,0,0.3,16,2.5,0
1,2023-11-11 01:08:27,2023-11-11 01:53:27,4,15,1,N,233,143,1,62.5,0.5,0.5,9.38,0,0.3,73.18,0,0
1,2023-08-07 12:17:02,2023-08-07 12:33:02,3,10.95,1,N,261,153,1,37.88,0,0.5,5.68,0,0.3,44.36,0,0
1,2023-09-06 06:01:28,2023-09-06 06:23:28,3,9.42,1,N,232,234,1,37.05,1,0.5,5.56,3.85,0.3,48.26,0,0
1,2023-04-17 20:33:27,2023-04-17 20:57:27,2,13.83,1,N,48,141,1,49.08,0,0.5,7.36,0,0.3,59.74,2.5,0
2,2023-07-01 05:15:56,2023-07-01 06:04:56,1,13.29,1,N,244,194,1,60.22,0.5,0.5,9.03,0,0.3,70.55,0,0
2,2023-04-09 14:13:28,2023-04-09 14:51:28,4,5.84,1,N,170,4,1,36.1,0,0.5,5.42,0,0.3,42.32,0,0
2,2023-01-17 04:16:06,2023-01-17 04:53:06,2,10.88,1,N,151,116,2,48.2,0,0.5,0,0,0.3,49,0,0
1,2023-08-20 16:12:02,2023-08-20 16:33:02,4,11.13,1,Y,166,237,2,40.83,0,0.5,0,0,0.3,41.63,0,0
2,2023-04-22 01:48:33,2023-04-22 02:36:33,1,15.26,1,N,41,79,2,64.65,0,0.5,0,0,0.3,67.95,2.5,0
2,2023-02-09 08:45:41,2023-02-09 09:21:41,2,5.81,1,N,128,234,1,35.03,0.5,0.5,5.25,7.19,0.3,48.77,0,0
1,2023-10-20 11:30:10,2023-10-20 11:57:10,4,2.72,1,N,194,48,1,22.8,0,0.5,3.42,0,0.3,27.02,0,0
1,2023-12-11 17:39:07,2023-12-11 17:51:07,3,10.43,3,N,249,262,1,34.58,0,0.5,5.19,0,0.3,40.57,0,0
2,2023-09-03 02:33:45,2023-09-03 03:01:45,4,9.51,1,N,152,261,1,40.28,0,0.5,6.04,3.02,0.3,50.14,0,0
1,2023-01-28 13:43:39,2023-01-28 14:30:39,4,13.69,1,N,68,164,1,60.23,1,0.5,9.03,0,0.3,73.56,2.5,0
2,2023-03-08 00:49:54,2023-03-08 01:29:54,1,1.25,1,N,239,158,1,25.63,1,0.5,3.84,0,0.3,31.27,0,0
2,2023-08-16 01:43:15,2023-08-16 02:17:15,4,4.32,1,N,162,100,1,30.3,0,0.5,4.55,0,0.3,35.65,0,0
2,2023-06-12 01:41:21,2023-06-12 02:08:21,1,7.85,1,N,186,103,2,35.63,0,0.5,0,0,0.3,36.43,0,0
2,2023-07-11 15:40:45,2023-07-11 16:12:45,1,3.03,1,N,246,249,1,26.08,0.5,0.5,3.91,0,0.3,31.29,0,0
2,2023-03-04 14:17:59,2023-03-04 14:32:59,3,8,1,N,103,137,1,30,0,0.5,4.5,0,0.3,37.8,2.5,0
2,2023-10-05 06:21:50,2023-10-05 06:40:50,1,8.58,1,N,88,75,2,33.45,0,0.5,0,0,0.3,36.75,2.5,0
2,2023-04-07 17:23:33,2023-04-07 18:11:33,2,8.65,1,N,249,202,1,48.13,0,0.5,7.22,0,0.3,56.15,0,0
2,2023-08-13 15:15:52,2023-08-13 15:24:52,1,10.59,1,N,262,114,2,33.48,0,0.5,0,0,0.3,34.28,0,0
2,2023-02-28 17:47:10,2023-02-28 18:20:10,2,10.47,1,N,127,143,1,45.18,0,0.5,6.78,3.63,0.3,56.39,0,0
2,2023-02-26 00:42:31,2023-02-26 00:55:31,3,1.76,2,N,88,43,2,13.4,1,0.5,0,0,0.3,18.95,2.5,1.25
2,2023-10-06 03:23:40,2023-10-06 04:06:40,1,6.78,1,N,114,141,1,40.95,0.5,0.5,6.14,0,0.3,48.39,0,0
2,2023-10-08 08:17:57,2023-10-08 08:49:57,4,2.57,1,N,233,143,1,24.93,0,0.5,3.74,0,0.3,29.47,0,0
2,2023-03-03 18:59:59,2023-03-03 19:04:59,2,2.14,1,N,234,142,1,10.35,0,0.5,1.55,0,0.3,12.7,0,0
1,2023-09-19 21:44:15,2023-09-19 22:28:15,3,8.99,1,N,107,249,2,46.98,0.5,0.5,0,0,0.3,48.28,0,0
1,2023-06-05 07:15:21,2023-06-05 07:32:21,4,2.18,1,N,24,229,1,16.45,0,0.5,2.47,2.7,0.3,24.92,2.5,0
1,2023-01-04 04:48:08,2023-01-04 05:14:08,4,13.41,1,N,262,43,1,49.03,0,0.5,7.35,0,0.3,57.18,0,0
2,2023-07-23 11:37:19,2023-07-23 12:15:19,4,13.27,1,N,141,45,1,54.68,0,0.5,8.2,0,0.3,63.68,0,0
2,2023-09-04 22:56:38,2023-09-04 23:38:38,2,14.08,1,N,261,209,2,58.7,0,0.5,0,0,0.3,59.5,0,0
2,2023-05-22 11:35:38,2023-05-22 11:56:38,4,4.83,1,N,233,234,2,25.08,1,0.5,0,1.24,0.3,28.12,0,0
2,2023-01-02 02:48:51,2023-01-02 03:36:51,4,14.92,3,N,107,263,1,63.8,0,0.5,9.57,6.41,0.3,80.58,0,0
2,2023-06-08 18:52:41,2023-06-08 19:41:41,1,12.63,1,N,116,128,1,58.58,1,0.5,8.79,6.03,0.3,75.2,0,0
2,2023-05-04 18:59:53,2023-05-04 19:42:53,4,4.51,1,N,142,163,1,35.28,0,0.5,5.29,5.25,0.3,46.62,0,0
2,2023-11-09 01:02:01,2023-11-09 01:42:01,1,1.59,1,N,75,74,2,26.48,1,0.5,0,0,0.3,30.78,2.5,0
2,2023-03-07 19:41:35,2023-03-07 20:08:35,2,0.87,1,N,209,151,2,18.18,0,0.5,0,0,0.3,18.98,0,0
1,2023-02-02 15:03:58,2023-02-02 15:24:58,3,9.09,1,N,186,162,2,35.73,0,0.5,0,0,0.3,36.53,0,0
1,2023-09-21 06:57:11,2023-09-21 07:16:11,2,14.77,1,N,211,231,1,48.93,0,0.5,7.34,0,0.3,57.07,0,0
2,2023-11-18 02:46:08,2023-11-18 03:35:08,3,8.31,1,N,224,4,1,47.78,0,0.5,7.17,0,0.3,55.75,0,0
2,2023-02-06 17:15:57,2023-02-06 17:34:57,2,8.11,1,N,87,202,1,32.28,0,0.5,4.84,0,0.3,40.42,2.5,0
1,2023-01-16 06:36:19,2023-01-16 07:02:19,1,4.4,1,N,128,148,2,26.5,0,0.5,0,0,0.3,27.3,0,0
1,2023-03-11 12:19:13,2023-03-11 12:48:13,4,4.94,1,N,211,68,2,29.35,0,0.5,0,0,0.3,30.15,0,0
1,2023-07-26 17:15:51,2023-07-26 17:52:51,3,14.6,1,N,170,68,2,57.5,0,0.5,0,0,0.3,58.3,0,0
1,2023-01-11 07:43:42,2023-01-11 08:27:42,1,11.83,1,N,103,137,2,54.08,0,0.5,0,0,0.3,57.38,2.5,0
1,2023-11-06 14:58:10,2023-11-06 15:39:10,4,2.29,1,N,262,261,2,28.73,0,0.5,0,5.15,0.3,34.68,0,0
2,2023-01-18 05:46:59,2023-01-18 06:05:59,2,10.4,1,N,233,186,1,38,0,0.5,5.7,0,0.3,44.5,0,0
2,2023-09-22 12:10:38,2023-09-22 12:30:38,1,4.21,1,N,262,263,1,23.03,0,0.5,3.45,0,0.3,27.28,0,0
1,2023-03-12 12:23:54,2023-03-12 13:03:54,3,6.47,1,N,140,103,1,38.67,0,0.5,5.8,0,0.3,45.27,0,0
2,2023-09-20 03:07:57,2023-09-20 03:31:57,1,2.09,1,N,170,232,1,19.73,1,0.5,2.96,5.78,0.3,30.27,0,0
1,2023-12-19 16:39:54,2023-12-19 17:20:54,4,12.63,1,N,4,158,1,54.58,0,0.5,8.19,3.39,0.3,69.46,2.5,0
1,2023-03-24 04:33:23,2023-03-24 05:18:23,1,4.92,1,N,75,231,2,37.3,0,0.5,0,0,0.3,40.6,2.5,0
2,2023-03-03 08:15:01,2023-03-03 08:26:01,1,6.46,1,N,100,50,1,24.15,0,0.5,3.62,0,0.3,31.07,2.5,0
1,2023-02-10 10:18:05,2023-02-10 10:35:05,4,11.57,1,N,107,7,1,39.92,0,0.5,5.99,7.09,0.3,53.8,0,0
2,2023-09-12 05:55:45,2023-09-12 06:33:45,4,3.22,1,N,202,137,2,29.55,0.5,0.5,0,2.11,0.3,32.96,0,0
2,2023-07-21 01:02:56,2023-07-21 01:40:56,3,1.11,1,N,127,151,2,24.28,0,0.5,0,5.41,0.3,30.49,0,0
1,2023-09-27 16:49:31,2023-09-27 17:34:31,2,6.48,1,N,127,202,1,41.2,0,0.5,6.18,0,0.3,48.18,0,0
1,2023-03-17 10:53:58,2023-03-17 11:04:58,3,6.1,1,N,170,107,1,23.25,0,0.5,3.49,0,0.3,27.54,0,0
2,2023-09-04 01:06:47,2023-09-04 01:34:47,4,4.96,1,N,48,142,1,28.9,0,0.5,4.34,1.78,0.3,38.32,2.5,0
2,2023-03-15 21:53:05,2023-03-15 22:16:05,4,3.92,1,N,87,68,2,23.8,0.5,0.5,0,0,0.3,27.6,2.5,0
1,2023-11-28 23:25:10,2023-11-28 23:54:10,2,11.25,1,N,261,42,1,45.13,1,0.5,6.77,0,0.3,53.7,0,0
1,2023-11-11 16:42:44,2023-11-11 16:48:44,3,9.67,1,N,231,127,1,29.68,0.5,0.5,4.45,0,0.3,35.43,0,0
2,2023-04-09 08:05:28,2023-04-09 08:35:28,4,15.13,1,Y,100,211,1,55.33,1,0.5,8.3,0,0.3,67.93,2.5,0
2,2023-12-05 04:50:04,2023-12-05 04:56:04,1,1.14,1,N,148,261,1,8.35,0.5,0.5,1.25,0,0.3,10.9,0,0
2,2023-05-27 08:47:25,2023-05-27 09:07:25,2,6.71,1,N,164,107,2,29.28,0.5,0.5,0,0,0.3,30.58,0,0
2,2023-04-06 13:28:52,2023-04-06 13:49:52,3,12.16,1,N,229,137,1,43.4,0,0.5,6.51,4.91,0.3,55.62,0,0
2,2023-09-05 17:02:02,2023-09-05 17:07:02,1,13.54,1,N,170,244,1,38.85,0,0.5,5.83,0,0.3,45.48,0,0
2,2023-07-02 00:09:41,2023-07-02 00:21:41,3,10.19,1,N,120,170,2,33.97,0,0.5,0,0,0.3,34.77,0,0
2,2023-09-18 15:59:39,2023-09-18 16:41:39,1,11.43,1,Y,153,13,1,52.08,0,0.5,7.81,0,0.3,60.69,0,0
2,2023-12-03 01:24:33,2023-12-03 01:32:33,4,0.74,2,N,211,116,1,8.35,0.5,0.5,1.25,0,0.3,12.15,0,1.25
2,2023-06-08 16:20:51,2023-06-08 16:46:51,2,9.95,1,N,13,144,2,40.38,0,0.5,0,0,0.3,43.68,2.5,0
2,2023-01-11 18:24:28,2023-01-11 18:57:28,1,6.61,1,N,211,163,2,35.53,0,0.5,0,0,0.3,36.33,0,0
2,2023-03-25 17:52:17,2023-03-25 18:18:17,1,12.57,1,N,128,87,1,46.93,0,0.5,7.04,0,0.3,54.77,0,0
2,2023-04-24 20:02:47,2023-04-24 20:08:47,2,1.03,1,N,194,24,1,8.07,0,0.5,1.21,0,0.3,10.08,0,0
2,2023-11-21 15:14:59,2023-11-21 15:42:59,1,3.6,1,N,194,100,1,25.5,0,0.5,3.83,0,0.3,30.13,0,0
2,2023-12-25 14:28:09,2023-12-25 15:05:09,3,9.08,1,N,125,163,1,43.7,0,0.5,6.56,0,0.3,51.06,0,0
2,2023-04-04 01:37:52,2023-04-04 01:53:52,1,5.8,1,N,239,238,1,25,0,0.5,3.75,0,0.3,29.55,0,0
2,2023-12-19 16:21:31,2023-12-19 16:40:31,2,4.89,2,N,125,244,1,24.23,0,0.5,3.63,0,0.3,29.91,0,1.25
1,2023-01-26 23:17:24,2023-01-26 24:02:24,2,13.19,1,N,50,113,2,57.98,0.5,0.5,0,0,0.3,61.78,2.5,0
2,2023-03-01 16:43:05,2023-03-01 17:13:05,1,5.63,2,N,202,232,2,31.58,0.5,0.5,0,5.45,0.3,39.58,0,1.25
1,2023-06-18 09:55:45,2023-06-18 10:18:45,3,6.23,1,N,224,144,1,29.58,0,0.5,4.44,0,0.3,34.82,0,0
2,2023-08-21 18:57:24,2023-08-21 19:30:24,2,2.12,1,N,128,107,1,24.3,1,0.5,3.65,7.57,0.3,37.32,0,0
2,2023-09-24 18:28:29,2023-09-24 19:14:29,4,8.87,1,N,151,74,1,47.68,1,0.5,7.15,0,0.3,56.63,0,0
2,2023-10-22 07:53:50,2023-10-22 08:15:50,4,9.97,1,N,162,114,1,38.42,1,0.5,5.76,0,0.3,45.98,0,0
1,2023-09-28 19:18:13,2023-09-28 20:02:13,4,0.72,1,N,116,140,2,26.3,0,0.5,0,0,0.3,27.1,0,0
2,2023-12-05 20:23:15,2023-12-05 20:50:15,4,2.81,1,N,186,100,1,23.03,0,0.5,3.45,0,0.3,27.28,0,0
1,2023-12-04 22:37:50,2023-12-04 22:59:50,1,9.83,1,N,48,263,1,38.08,0,0.5,5.71,0,0.3,47.09,2.5,0
2,2023-09-06 05:44:17,2023-09-06 05:56:17,2,6.53,1,N,148,263,1,24.83,0,0.5,3.72,0,0.3,29.35,0,0
1,2023-02-01 06:24:58,2023-02-01 06:34:58,2,13.48,1,N,263,230,1,41.2,0,0.5,6.18,0,0.3,48.18,0,0
2,2023-12-07 21:26:44,2023-12-07 22:08:44,4,9.94,1,N,232,143,2,48.35,0,0.5,0,0,0.3,49.15,0,0
2,2023-10-24 09:27:54,2023-10-24 09:49:54,4,2.11,1,Y,137,237,1,18.77,0,0.5,2.82,0,0.3,22.39,0,0
2,2023-04-20 09:43:45,2023-04-20 10:20:45,2,13.1,1,N,209,263,1,53.75,0,0.5,8.06,0,0.3,62.61,0,0
